RPTID	OPID	NAME	ACCITY	ACCOUNTY	ACSTATE	ACZIP	MPOST	SURVY	CLASS	SHORE	OFFAREA	BNUMB	OFFST	OCS	IFED	ITYPE	RUPLN	FAT	INJ	PRPTY	OPJUD	STHH	STMN	TELRT	INPRS	MXPRS	MPEST	TEST	DTHH	IDATE	CAUSE	PRTLK	PRTFL	PRTFO	MLKD	MLKDO	PRTSY	PRTSO	PRTYR	NMDIA	THK	SPEC	SMYS	SEAM	VALVE	MANU	MANYR	LOCLK	LOCLO	TELRN	TELID	DOR	LOC	ADESC	DESCO	CAUCR	CAUCO	COAT	PROT	CPYR	CAULK	DMGO	NOTIF	NOTDT	MARK	MRKTP	STAT	CAULC	CAULO	CTEST	TESTD	MED	MEDO	TMPS	LKPS	PNAME	PHONE	NARRATIVE
19840944	21035	VALERO INTERSTATE TRANSMISSION CO	HOBSON	KARNES	TX	78117	 	1622+	1	No	 	      	  	Null	No	RUPTURE	21	0	0	335000	Null	3	0	19840905	805	877	BY CFR 192.619(a)(3)	0	245	19840905	CORROSION	TRANSMISSION SYSTEM	WELD	"WELD, LONGITUDINAL"	STEEL	 	PIPELINE	 	1961	24	0.39	API 5LX 52	1681	 	 	 	1961	ABOVE GROUND	 	 			INTERNALLY	LOCALIZED PITTING	 	OTHER	CHEMICAL	COATED	Null	0	NO DATA	 	Null		Null	 	Null		 	Null			 			"JAY C. EICHHORN, CODES AUDIT AD"	 	DAMAGE DUE TO CORROSION ON TRANSMISSION SYSTEM. FAILURE OCCURRED ON WELD (LONGI-TUDINAL).
19840947	25011	ZAPATA GATHERING CO.	ESCOBAS	ZAPATA	TX	     	10 M SO. OF ESCOBAS	 	1	No	 	      	  	Null	No	RUPTURE	40	0	0	0	Yes	2	0	19840928	1170	1100	BY CFR 192.619(a)(3)	0	1300	19840921	CONSTRUCTION/MATERIAL DEFECT	TRANSMISSION SYSTEM	OTHER	SEAM	STEEL	 	PIPELINE	 	1963	8	0.2	API 5LX-46	46000	 	 	 	0	ABOVE GROUND	 	 					 		 		Null		NO DATA	 	Null		Null	 	Null	MATERIAL	 	Yes		WATER	 	20	1320	"JOHN P. CASH, MANAGER-PIPELINE"	 	"35,000 MCFD BEING DELIVERED TO NATURAL GAS PIPELINE COMPANY OF AMERICA WAS SHUTIN TEMPORARILY, CAUSING PRESSURES TO RISE, HIGH LOW VALVES AT WELLS FAILED TO SHUT IN WELLS WHEN PRESSURES EXCEEDED MAOP OF PIPELINE.PIPE SPLIT IN AND ALONG THE ERW SEAM, TOTAL LENGTH OF SPLIT - 40 LINEAR FEET."
19840949	2616	COLUMBIA GAS TRANSMISSION CORP	BATTELLE DISTRICT	MONONGALIA	WV	26589	 	140+00	1	No	 	      	  	Null	No	RUPTURE	30	0	0	50000	Null	0	40	19840928	800	975	BY CFR 192.619(a)(3)	0	2320	19840927	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1947	16	0.31	 	35000	 	 	 	0	ABOVE GROUND	 	 			EXTERNALLY	GENERAL CORROSION	 	GALVANIC	 	BARE	Yes	1958	NO DATA	 	Null		Null	 	Null		 	Null			 			"LEROY JUSTICE, CODES & STANDARD"	 	"A SEGMENT OF PIPE RUPTURED AND BLEW OUT OF THE GROUND, APPARTENTLY DUE TO CORROS"
19840964	809	ARCO PIPE LINE COMPANY	MONT BELVIEU	CHAMBERS	TX	     	METER SITE #1	 	1	No	 	      	  	Null	No	OTHER	0	0	1	52	Null	1	30	19840806	0	2160	BY TEST	2521	1130	19840805	OTHER	TRANSMISSION SYSTEM	NO DATA	 	NO DATA	 	NO DATA	 	1976	0	0	 	0	 	 	 	0	ABOVE GROUND	 	 					 		 		Null		NO DATA	 	Null		Null	 	Null		 	Null			 			"R.L. WELLS, MANAGER, SOUTHWEST"	 	"STATIC ELECTRICITYWHILE DEPRESSING A METER CAVITY IN ORDER TO REMOVE AN ORIFICE PLATE AND UPON INITIAL OPENING OF THE BLEEDER VALVE, AN APPARENT STATIC ELECTRICAL CHARGE IGNITEDTHE ETHYLENE."
19840965	15105	PANHANDLE EASTERN PIPELINE CO	HAVEN	RENO	KS	67543	MP 6	305+41	1	No	 	      	KS	Null	No	RUPTURE	20.5	0	0	105000	Null	0	44	19840728	875	900	BY TEST	1196	1301	19840728	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1949	26	0.31	AP1 5L	52000	 	 	NAT. TUBE MCKEESPORT	1948	UNDER GROUND	 	 			EXTERNALLY	OTHER	FINE CRACKS	OTHER	STRESS CORROSION	COATED	Yes	1949	NO DATA	 	Null		Null	 	Null		 	Null			 			"WAYNE L. WOODEN, TECHNICAL OP."	 	
19840973	20230	UNITED GAS PIPELINE CO	"INDEX 716, EUGENE ISLAND"	 	LA	     	6.5	343+20	0	Yes	E.I.A.	313	  	Yes	No	LEAK	0	0	0	200000	Null	0	0		350	1440	BY TEST	2040	1330	19840909	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1977	24	0.5	API 5LX	60000	 	 	KAISER	1977	UNDER WATER	 	 			INTERNALLY	LOCALIZED PITTING	 	OTHER	POSSIBLE ORGANIC SRB'S	COATED	Yes	1977	NO DATA	 	Null		Null	 	Null		 	Null			 			"N.J. KING, COORDINATOR: GOV'T C"	 	LEAK WAS DISCOVERED DURING REPRESSURING OF THE LINE AFTER ELECTRONIC PIGGING OPE
19840975	13845	NORTHWEST PIPELINE CORP	SAGE	LINCOLN	WY	     	467.05	3968+5	1	No	 	      	  	Null	Yes	LEAK	0	0	0	85000	Null	3	50	19840927	840	850	BY CFR 192.619(a)(3)	0	845	19840927	CONSTRUCTION/MATERIAL DEFECT	TRANSMISSION SYSTEM	WELD	FILLET	STEEL	 	PIPELINE	 	1955	0	0	 	0	 	 	 	0	UNDER GROUND	 	 					 		 		Null		NO DATA	 	Null		Null	 	Null	CONSTRUCTION	SEE PART 3	Yes	19560629	GAS	 	1	920	D.C. HEWLETT	8015846326	A CRACK INITIATED FROM TOE OF FILLET WELD THAT JOINED A REINFORCING SADDLE TO PIEP; CRACK PROPAGATED THROUGH PIPE WALL.
19840987	18536	SOUTHWEST GAS CORP	SEARCHLIGHT	CLARK	NV	89046	DAVIS DAM STATION	 	1	No	 	      	  	Null	Yes	LEAK	0	0	0	500000	Null	16	0	19840924	500	500	BY TEST	750	1600	19840917	OTHER	TRANSMISSION SYSTEM	VALVE	 	STEEL	 	COMPRESSOR STATION	 	1981	0	0	 	0	 	 	GROVE	1981	ABOVE GROUND	 	 					 		 		Null		NO DATA	 	Null		Null	 	Null		 	Null			 			"JOHN P. HAZARD, ENGINEERING MANAGER"	7028767170	"T A COMPRESSOR STATION.  APPARENTLY, THE CONTROL VALVE TO THIS 16"" VALVE HAD A MECHANICAL FAILURE.  GAS AT 500 PSIG ENTERED A CENTAUR COMPRESSOR, DAMAGED IT AND VENTED OUT A 6"" BLOW DOWN VALVE.  THE ESD VALVES AT THE STATION CLOSED AT 0830HRS. THE NEXT DAY."
19840992	20245	UNITED TEXAS TRANSMISSION CO	 	FORT BEND	TX	     	2.47	130+74	1	No	 	      	TX	Null	No	OTHER	0	0	0	2304	Null	3	15	19840920	400	445	BY CFR 192.619(a)(3)	0	1345	19840920	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1938	8	0.19	"GRADE B, API-5L"	1527	 	 	 	0	OTHER	DITCH	 					 		 		Null		OUTSIDE/THIRD PARTY	 	No		Yes	MARKERS	No		 	Null			 			FLYOD F. BELCHER-MGR. GOVT. COMPLIANCE	7132294104	LEAK OCCURRED WHEN A FARMER HIT THE LINE WHILE CLEANING OUT DITCHES WITH A MAINTAINER.
19840993	17620	ROCKY MOUNTAIN NATURAL GAS CO INC	GLENWOOD SPRINGS	GARFIELD	CO	81602	 	 	1	No	 	      	  	Null	Yes	LEAK	0	0	0	0	Yes	1	0	19840522	320	720	BY TEST	900	630	19840522	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1961	6	0.16	API 5L X-42	42000	 	 	 	0	UNDER GROUND	 	 					 		 		Null		EARTH MOVEMENT: LANDSLIDE/WASHOUT	 	Null		Null	 	Null		 	Null			 			"ROY E. ELWELL, ENGINEER"	3039458617	MUD SLIDE DAMAGED PIPE.
19840995	22365	WESTAR TRANSMISSION CO	 	ECTOR	TX	     	 	505+88	1	No	 	      	TX	Null	No	OTHER	0	0	0	9100	Yes	2	0	19841011	456	655	BY TEST	720	1300	19841011	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1955	12	0.25	API 5L GR.X-42	42000	 	 	LONE STAR STEEL	0	UNDER GROUND	 	 					 		 		Null		OUTSIDE/THIRD PARTY	 	No		Yes	PERMANENT MARKERS	No		 	Null			 			B.J. LAMBERT - DIST. FOREMAN	9156824501	
19840997	56	ADOBE GAS CO.	ELDORADO	SCHLEICHER	TX	     	0.5	 	1	No	 	      	  	Null	Null	OTHER	0	0	0	2500	Yes	3	0		600	1200	BY TEST	1800	900	19841012	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1983	4.5	0.16	API-5LX-42	42000	 	 	UNITED STATES STEEL	1982	ABOVE GROUND	 	 					 		 		Null		OUTSIDE/THIRD PARTY	 	No		No	 	No		 	Null			 			JOE GILES - GAS OPERATIONS SUPERVISOR	9156834701	THE PIPELINE WAS SHOT WITH A RIFLE OR PISTOL PUNCTURING IT.  WAS NOT DAMAGED BYEXCAVATION. IT WAS DONE BY GUNFIRE.
19841004	11680	LONE STAR GAS CO	VIEW	TAYLOR	TX	     	 	93+30	1	No	 	      	  	Null	No	RUPTURE	0	0	0	2941	Null	1	45	19841012	210	500	BY CFR 192.619(a)(3)	0	1245	19841012	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1941	8	0.25	"LAP WELD ""A"""	30000	 	 	 	1941	UNDER GROUND	 	 					 		 		Null		OUTSIDE/THIRD PARTY	 	No		Yes	PPIPELINE MARKER	No		 	Null			 			"W.E. DALTON, SUPERINTENDENT I"	2147413711	"A LARGE CASE TRACTOR WITH A SUBSOILER ATTACHMENT STRUCK 8"" LINE KCMI.  THIS RESULTED IN A 3"" X 1 1/2"" RECTANGULAR SHAPED HOLE IN THE PIPE AT STATION #93 + 30."
19841005	4285	EL PASO HYDROCARBONS COMPANY	MAY	BROWN	TX	76801	28.5	BLK.36	1	No	 	      	  	Null	No	RUPTURE	8	0	0	6000	Null	5	15	19840926	128	800	NO DATA	0	130	19840923	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1971	12	2.5	XL-42	0	 	 	 	0	UNDER WATER	 	 			INTERNALLY	NO DATA	 	OTHER	ERROSION-CORROSION	COATED	Yes	1972	NO DATA	 	Null		Null	 	Null		 	Null			 			"VAN CHAMBERS, MAINTENANCE SPECI"	8176392219	EXCESSIVE INTERNAL WEAR ON INSIDE OF PIPE DOWNSTREAM OF RIVER CROSSING.
19841006	10030	KN ENERGY INC (KANSAS NEBRASKA NATURAL GAS CO INC)	CHADRON	DAWES	NE	69337	 	2294+9	1	No	 	      	  	Null	Yes	OTHER	0	0	0	110000	Yes	1	30	19841005	650	785	BY CFR 192.619(a)(3)	0	1050	19841004	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	OTHER	"OTHER, 3RD PARTY"	NO DATA	 	NO DATA	 	1960	6.62	0.19	 	24000	 	 	 	0	ABOVE GROUND	 	 					 		 		Null		OUTSIDE/THIRD PARTY	 	No		Yes	WARNING SIGN	No		 	Null			 			"A.T. MCMASTER, GEN'L SUPT.-TRAN"	4024622141	
19841010	11680	LONE STAR GAS CO	BLACKWELL	NOLAN	TX	     	 	1504+4	1	No	 	      	TX	Null	No	OTHER	0	0	0	5000	Null	0	0	19841019	350	800	NO DATA	0	1300	19841014	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1951	12	0.31	B	350000	 	 	 	0	ABOVE GROUND	 	 					 		 		Null		OUTSIDE/THIRD PARTY	 	Yes	19841017	Yes	PERMANENT MARKER 67'	No		 	Null			 			"J.J. GARCIA, SUPERINTENDENT I"	2147413711	"A DITCHING MACHINE OPERATED BY TOMBUR CONSTRUCTION HIT LINE KCRA-12"" GOUGING ITBUT NOT RUPTURING IT.  THE OPERATOR'S HELPER REMOVED THE MARKER SHOWING THE LOCATION AND DEPTH.  THE DAMAGED PORTION WILL BE REPLACED.PERMANENT MARKER 67', TEMPORARY MARKER ON TOP OF LINE."
19841011	19325	TEXAS UTILITIES FUEL CO	 	NANANO	TX	     	K-10 & K-9	 	1	No	 	      	  	Null	Null	LEAK	0	0	0	5000	Yes	2	45	19841009	570	1155	BY TEST	1271	1019	19841009	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	0	6	0.16	5LX42	1977	 	 	 	0	UNDER GROUND	 	 			INTERNALLY	LOCALIZED PITTING	 	GALVANIC	 	COATED	Yes	1968	NO DATA	 	Null		Null	 	Null		 	Null			 			"BILLY G. BROWN, LEAD OPERATOR"	8177393031	"MR. ROGER THRALE CALLED IN LEAK ON 6"" LINE."
19841016	13120	NATURAL GAS PIPELINE CO OF AMERICA	JACKSON	BOLLINGER	MO	67355	877	4634+4	1	No	 	      	  	Null	No	LEAK	0	0	0	75000	Null	2	30	19841012	611	858	BY TEST	1264	845	19841011	CONSTRUCTION/MATERIAL DEFECT	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1966	36	0.33	5LX65	0	 	 	U.S. STEEL	1966	UNDER GROUND	 	 					 		 		Null		NO DATA	 	Null		Null	 	Null	MATERIAL	 	Yes	19661118	WATER	 	24	1264	"SEYMOUR LASCOE, GENERAL SUPERIN"	3126913790	"A 3/8"" LONG CRACK BEGAN NEAR A GIRTH WELD THAT PROGRESSED LONGITUDINALLY INTO THE CARRIER PIPE."
19841017	19325	TEXAS UTILITIES FUEL CO	TEAGUE	FREESTONE	TX	75860	BVF21-BVF24	 	1	No	 	      	  	Null	Null	LEAK	0	0	0	0	No	0	45		488	988	NO DATA	0	1630	19840829	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	0	12	0.25	 	0	 	 	 	0	UNDER GROUND	 	 			EXTERNALLY	LOCALIZED PITTING	 	GALVANIC	 	NO DATA	Yes	0	NO DATA	 	Null		Null	 	Null		 	Null			 			"J.J. HARDGRAVE, FUEL FACILITIES COORD."	8177393031	PROPERTY OWNER RICKY SHARP REPORTED GAS LEAK.
19841018	4478	"ENERGY GATHERING, INC."	ENCINAL	 	TX	     	 	 	1	No	 	      	TX	Null	No	RUPTURE	15	0	0	3500	Null	0	30	19841204	1050	1172	BY TEST	2344	145	19841201	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1974	10	0.25	 	0	 	 	 	0	UNDER GROUND	 	 					 		 		Null		OUTSIDE/THIRD PARTY	 	No		Yes	RIGHT AWAY SIGNS ON FENCE	Yes		 	Null			 			"WESLEY ROGERS, SUPT."	5125842933	BULLDOZER DRAGGING ROCK RIPER WAS RIPING GROUND FOR GRAVEL PIT.
19841019	12696	MONTEREY PIPELINE CO.	PORT ALLEN	WEST BATON ROUGE	LA	70767	59.85	316010	3	No	 	      	LA	Null	Null	RUPTURE	2	0	0	80000	Yes	1	20	19841216	675	800	BY TEST	1622	2300	19841215	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1969	20	0.31	API-5LX; X-52	0	 	 	YOUNGSTOWN	1969	UNDER GROUND	 	 			INTERNALLY	LOCALIZED PITTING	GIRTH WELD AFFECTED	NO DATA	 	COATED	Yes	1969	NO DATA	 	Null		Null	 	Null		 	Null			 			"JOHN R. DILLON, CHIEF ENGINEER"	5045692072	SMALL ACCUMULATION OF LIQUIDS IN THE LOWER PART OF THE DRIP RESERVOIR BARREL OVER AN EXTENDED PERIOD CONTRIBUTED TO AN INTERNAL CORROSION PROBLEM.  DROP OUT TYPE LINE DRIP - ATTACHED TO BOTTOM OF TRANSMISSION LINE.
19841022	17442	RIO GRANDE VALLEY GAS CO	SAN BENITO	CAMERON	TX	78586	42.64	225118	3	No	 	      	  	Null	No	LEAK	0	0	0	7800	Null	1	30	19841122	480	667	BY CFR 192.619(a)(3)	0	730	19841122	CONSTRUCTION/MATERIAL DEFECT	TRANSMISSION SYSTEM	WELD	GIRTH	STEEL	 	PIPELINE	 	1947	10	0.25	 	1628	 	 	 	0	UNDER GROUND	 	 					 		 		Null		NO DATA	 	Null		Null	 	Null	CONSTRUCTION	DEFECTIVE WELD - INADEQUATE PENETRATION.	Yes		OTHER	UNKNOWN	0	0	"JAY C. EICHHORN, CODES AUDIT ADMIN."	5122462321	IT IS SUSPECTED THAT A RELOCATION TIE-IN 50' FROM THE LEAK WHICH WAS PERFORMED THREE WEEKS PRIOR TO THIS INCIDENT MAY HAVE WEAKENED THE WELD DUE TO MOVEMENT.
19841027	19325	TEXAS UTILITIES FUEL CO	 	LIMESTONE	TX	     	 	 	1	No	 	      	  	Null	Null	RUPTURE	140	0	0	21500	No	0	33		485	988	NO DATA	0	1412	19840830	CONSTRUCTION/MATERIAL DEFECT	TRANSMISSION SYSTEM	WELD	LONGITUDINAL SEAM	STEEL	 	PIPELINE	 	1959	12	0.25	 	0	 	 	 	0	UNDER GROUND	 	 					 		 		Null		NO DATA	 	Null		Null	 	Null	CONSTRUCTION	 	Yes	19790101	WATER	 	24	1250	"J.J. HARDGRAVE, FUEL FACILITIES COORD."	8177393031	"LONGITUDINAL WELD SEAMS WERE ALIGNED WITHIN 1"" OF THE AFFECTED PIPE JOINTS IN THE LOWER QUADRANT OF THE PIPE.  FAILURE OCCURRED ALONG THE LONGITUDINAL WELD SEAM WHERE INADEQUATE FUSION IS BELIEVED TO HAVE BEEN PRESENT."
19841028	19325	TEXAS UTILITIES FUEL CO	 	JACK	TX	     	BV 027-BV 028	230600	1	No	 	      	  	Null	No	LEAK	0	0	0	0	No	6	12		490	945	BY TEST	1056	1128	19840910	CONSTRUCTION/MATERIAL DEFECT	TRANSMISSION SYSTEM	WELD	GIRTH	STEEL	 	PIPELINE	 	1960	16	0.25	API-5L-X42	42000	 	 	LONE STAR STEEL CO.	1960	UNDER GROUND	 	 					 		 		Null		NO DATA	 	Null		Null	 	Null	CONSTRUCTION	 	Yes	19600902	WATER	 	0	1056	"HARRY WINSTON, SR. ENGINEER"	8178770080	"PROPERTY OWNER REPORTED LEAK.  HYDROSTATIC TEST PRESSURES OF THIS PIPELINE EXCEEDED, IN ALL CASES, THE REQUIREMENTS OF ASA CODE B 31.8, 1958.  CRACK APPEARS TOBE AT EDGE OF GIRTH WELD ADJACENT TO PARENT PIPE MATERIAL AND RESULTED IN THIS REPORTED LEAK."
19841031	117	"AIR PRODUCTS & CHEMICALS, INC."	LAPORTE	HARRIS	TX	77571	 	37+50	1	No	 	      	  	Null	No	LEAK	0	0	0	20000	No	0	0		200	740	BY TEST	925	1600	19840113	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1981	2	0.15	API 5L GR B	35000	 	 	 	0	UNDER GROUND	 	 					 		 		Null		EARTH MOVEMENT: OTHER	COMP OF SUBSTRATA	Null		Null	 	Null		 	Null			 			"G.G. HANDLEY, SUPERV. PIPELINE SYSTEMS"	2154815150	DUCTILE FAILURE BELIEVED TO HAVE BEEN CAUSED BY DREDGING OVERBURDEN COMPRESSINGSUBSTRATA RESULTING IN UNDERGROUND PIPE MOVEMENT.
19841051	3230	DELHI GAS PIPELINE CORP	CORPUS CHRISTI	NUECES	TX	78469	BET SS-27 & SS-28	 	1	No	 	      	  	Null	No	LEAK	0	0	0	2000	No	0	0		80	490	BY TEST	735	800	19840820	CORROSION	TRANSMISSION LINE OF DISTRIBUTION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1942	6	0.21	API SLX52	52000	 	 	 	0	ABOVE GROUND	 	 			EXTERNALLY	GENERAL CORROSION	 	GALVANIC	 	COATED	Yes	0	NO DATA	 	Null		Null	 	Null		 	Null			 			"SAMUEL M. SIMPSON, DISTRICT SR. SAFETY"	5128828401	
19841052	11680	LONE STAR GAS CO	LIPAN	HOOD	TX	     	 	1894	1	No	 	      	  	Null	No	LEAK	0	0	0	7668	No	0	20		150	300	BY TEST	300	1530	19840716	OTHER	TRANSMISSION SYSTEM	OTHER	COUPLING	OTHER	RUBBER	PIPELINE	 	1919	0	0	 	0	 	 	 	0	ABOVE GROUND	 	 					 		 		Null		NO DATA	 	Null		Null	 	Null		 	Null			 			"PATSY TIDWELL, ANALYST II"	2147413711	A ROAD CROSSING JOB WHEN THE COUPLING BLEW OUT.
19841053	11680	LONE STAR GAS CO	ROWENA	RUNNELS	TX	     	 	74+15	1	No	 	      	  	Null	No	OTHER	0	0	0	1717	No	1	30		365	500	BY TEST	750	930	19840915	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1938	3	0.22	LAPWELD	30000	 	 	 	1938	ABOVE GROUND	 	 					 		 		Null		OUTSIDE/THIRD PARTY	 	No		Yes	SIGNS - PAINTED POST	No		 	Null			 			"JESSIE J. GARCIA, SUPERINTENDENT I"	9153653311	"LINE HIT BY TRACTOR PULLING MOWBOARD PLOW WHICH TORE A 3"" X 2"" GASH IN THE PIPEL"
19841070	11680	LONE STAR GAS CO	PROSPER	COLLIN	TX	     	 	35+59	1	No	 	      	  	Null	No	OTHER	0	0	0	10400	Null	1	0	19841203	260	500	BY CFR 192.619(a)(3)	0	1630	19841203	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1922	0.45	0.16	 	24000	 	 	 	0	UNDER GROUND	 	 					 		 		Null		OUTSIDE/THIRD PARTY	 	No		Yes	PIPELINE MARKER 700' S	No		 	Null			 			"J.D. COKER, SUPERINTENDENT I"	8176651777	"TRACTOR PULLING CULTIVATOR CUT INTO LINE, CUTTING LINE IN HALF."
19841072	19570	TRANSCO GAS PIPELINE CORP	BRAZOS AREA-OFFSHORE TEXA	 	TX	     	19.90	105093	0	Yes	BRAZOS	A1    	  	Yes	No	LEAK	0	0	0	1600000	Null	0	0	19841202	853	1440	BY TEST	2391	1035	19841202	CONSTRUCTION/MATERIAL DEFECT	TRANSMISSION SYSTEM	FITTING	BALL FLANGE	STEEL	 	PIPELINE	 	1983	20	0	API 6D   ANSI 9	0	 	 	BIG INCH MARINE	1983	UNDER WATER	 	 					 		 		Null		NO DATA	 	Null		Null	 	Null	MATERIAL	"20"" END CONNECTOR WITH 20"" 900# RTJ BALL FLANGE"	Yes	19830625	WATER	 	17	2391	B.R.LANDES - SR. COMPLIANCE	7134392001	"A LEAK IN BODY OF FITTING OCCURED IN A CONNECTOR JOINING TWO 20"" PIPE SEGMENTS INSTALLED DURING JUNE OF 1983."
19841073	19570	TRANSCO GAS PIPELINE CORP	NEW ROADS	POINTE COUPEE	LA	     	581.51/50A60	7699	1	No	 	      	  	Null	No	RUPTURE	6	0	3	400000	Null	0	28	19841203	596	780	BY TEST	1161	1315	19841203	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	WELD	GIRTH	STEEL	 	PIPELINE	 	1949	30	0.31	API 5LX	52000	 	 	CONSOLIDATED WEST- KAISER	1949	UNDER GROUND	 	 					 		 		Null		EARTH MOVEMENT: LANDSLIDE/WASHOUT	LANDSLIDE/WASHOUT	Null		Null	 	Null		 	Null			 			"B.R. LANDES, SR. COMPLIANCE ANALYST"	7134392001	"A RUPTURE AND FIRE ON A 30"" TRANSMISSION LINE ON TH PIPELINE SYSTEM OF TRANSCONTINENTAL GAS PIPELINE OCCURED ON DECEMBER 3, 1984. THIS INCIDENT WAS REPORTED BY TELEPHONE TO THE DEPARTMENT OF TRANSPORTATION'S OFFICE IN WASHINGTON, D.C. ON DECENBER 3, 1984. SUBSEQUENT TO THE PHONE CALL, INFORMATION WAS RECEIVED THAT THREE(3) PERSONS EMPLOYED BY THE PIPELINE CONTRACTOR RECEIVED HOSPITAL TREATMENT. ONE REMAINS IN THE HOSPITAL WITH A SPRAINED BACK.    THE RUPTURE HAPPENED IN A GIRTH WELD; HOWEVER, UNTIL THE RESULTS OF LAB TEST ARE RECEIVED THE REASON IS UNKNOWN. WHEN THE RESULTS OF THE LAB TESTS AND FIELD INVESTIGATIONS HAVE BEEN EVALUATED, A SUPPLEMENTAL REPORT WILL BE PROVIDED TO THE DEPARTMENT OF TRANSPORTATION.***     CAUSE WAS CHANGED TO B (DAMAGE BY OUTSIDE FORCES) BY SUPPLEMENTAL REPORT* SOFT SOIL SURROUNDING FAILURE SLOUGHED INTO DITCH BEING DUP FOR CONSTRUCTION OF PARALLEL LOOP LINE."
19841078	621	ARKANSAS OKLAHOMA GAS CORPORATION	"SEC 22, T9N-R31W"	CRAWFORD	AR	     	 	72+90	3	No	 	      	  	Null	No	RUPTURE	30	0	0	10000	Yes	1	38	19841028	250	300	BY CFR 192.619(a)(3)	0	615	19841028	CONSTRUCTION/MATERIAL DEFECT	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1941	8	0.19	 	24000	 	 	 	1918	UNDER GROUND	 	 					 		 		Null		NO DATA	 	Null		Null	 	Null	MATERIAL	 	No		NO DATA	 	0	0	"LEWIS BELCHER, VP/CHIEF ENGR."	5017833181	"RUPTURE OCCURRED IN PIPE DUE TO WET SOIL CONDITIONS, AGE & TYPE OF STEEL AND PRESSURE AT TIME OF INCIDENT.PART C.4 : SPECIFICATION UNDER WHICH THE PIPE WAS MADE ARE NOT KNOWN, HOWEVER THE PIPE DID HAVE A BUTT WELDED SEAM."
19841080	13120	NATURAL GAS PIPELINE CO OF AMERICA	WEST CAMERON BLOCK 296	 	LA	     	 	 	0	Yes	W.C.	296	  	Yes	No	LEAK	0	0	0	250000	Null	116	25	19841029	930	1300	BY TEST	1800	1730	19841027	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1969	12	0.31	5LX52	0	 	 	REPUBLIC	1968	UNDER WATER	 	 			INTERNALLY	LOCALIZED PITTING	 	GALVANIC	 	COATED	Yes	1969	NO DATA	 	Null		Null	 	Null		 	Null			 			L.LASCOE-GEN.SUPT.ENGRG.SERVICE	3126913600	LEAK WAS CAUSED BY INTERNAL CORROSION IN THE PIPE AND WAS REPAIRED BY INSTALLING A PLIDCO LEAK CLAMP.
