RPTID	YR	NAME	OPID	STADD	CITY	COUNT	ST	ZIP	HSTAD	HCITY	HCNTY	HST	HZIP	STOP	B1M_1	B1M_2	B1M_3	B1M_4	B1M_5	B1M_6	B1M_7	B1M_8	B1M_9	B1M_10	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1	DIM_2	DIM_3	DIM_4	DIM_5	DIM_6	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1	DIS_2	DIS_3	DIS_4	DIS_5	DIS_6	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM	CS	TM	TS	OM	OS	CDM	CDS	MDM	MDS	OTHM	OTHS	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC	
19980027	1998	MONTPELIER GAS SYSTEM	12758	RT 1 BOX M 13	MONTPELIER	ST. HELENA	LA	70422						LA	0	0	0	16	0	0	0	0	7	0	23	0	0	0	145	0	0	0	0	0	0	145	0	16	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	23	25	0	0	130	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	130	0	0	0	145	3	0	0	0	1	0	0	0	0	5	0	3	0	0	5		MAXINE ARD - ASST. CLERK	5047774400	6/4/1999		
19980028	1998	"PIEDMONT WATER WORKS GAS & SEWER BOARD, CITY OF"	15525	"128 CENTER AVENUE SOUTH, P.O. BOX 229"	PIEDMONT	CALHOUN	AL	36272						AL	0	0	0	20	19	30	0	0	0	0	69	1127	0	0	62	839	0	0	0	0	0	2028	0	0	7	13	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	6	0	0	30	0	0	0	0	0	0	0	0	0	19	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	19	0	0	69	50	0	1170	13	6	0	0	1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	830	6	3	0	0	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	19	9	0	0	2028	4	11	0	0	1	1	5	3	10	8	1	0	0	0	1		RAMON L. FEAZELL - GENERAL MGR. & TREAS.	2054479066	6/4/1999		
19980029	1998	MORGANTOWN NATURAL GAS SYSTEM	12780	117 NORTH MAIN	MORGANTOWN	BUTLER	KY	42261						KY	0	0	0	22	38	0	0	0	0	0	60	0	0	0	510	674	0	0	0	0	0	1184	0	13	9	1	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	10	1	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	19	2	0	0	61	0	0	490	15	0	1	0	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654	22	0	0	0	676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1144	37	0	1	0	1182	0	3	5	4	0	0	0	0	1	2	0	0	0	0	0		WOODY MARTIN	5025263623	6/4/1999		
19980030	1998	"GOLDSMITH GAS DEPT, CITY OF"	6430	111 N. HENDRICKSON ST	GOLDSMITH	ECTOR	TX	79741						TX	0	0	0	0	5	0	0	0	0	0	5	0	0	0	11	179	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	5	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0		STEVE SREDANOVICH - UTILITY MANAGER	9158273404	6/4/1999	7/16/1999	
19980031	1998	FAYETTEVILLE GAS SYSTEM	5110	"401 MAIN AVENUE NORTH,PO BOX 56"	FAYETTEVILLE	LINCOLN	TN	37334						TN	0	0	5	41	126	0	0	0	0	0	172	0	0	372	625	4356	0	0	0	0	0	5353	0	14	15	17	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	26	2	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	41	19	0	0	172	149	0	975	13	9	0	0	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4335	21	0	0	0	4356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5310	34	9	0	0	5353	0	3	6	28	0	2	3	1	0	2	0	47	0	0	0		DANNY BRYANT	6154334548	6/4/1999		
19980032	1998	"KECHI, CITY OF"	10123	200 W KECHI RD	KECHI	SEDGWICK	KS	67067						KS	0	0	0	4	8	0	0	0	0	0	12	0	0	0	88	282	0	0	0	0	0	370	0	3	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	1	0	0	12	0	0	0	88	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	88	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		LAURA HILL	3167449287	6/4/1999	8/30/1999	
19980033	1998	KINTA NATURAL GAS CO	10280	PO BOX 218	HASKELL		OK	74552						OK	0	0	0	0	4	0	0	0	0	0	4	140	0	0	0	0	0	0	0	0	0	140	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	10	60	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	140	2	1	3	0	0	0	0	0	0	0	0	0	2	0	0		ROBERT LUNT	9187683474	6/4/1999		
19980034	1998	"BLANDING, CITY OF"	30047	50 WEST 100 SOUTH	BLANDING	SAN JUAN	UT	84511						UT	0	0	0	0	31	0	0	0	0	0	31	0	1007	0	0	0	0	0	0	0	0	1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	4	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	4	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	994	13	0	0	0	1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	994	13	0	0	0	1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		TRUITT PURCELL	4356782791	6/4/1999		
19980035	1998	HARDIN NATURAL GAS SYSTEM	7075	90 COMMERCE ST.	HARDIN	MARSHALL	KY	42048						KY	0	0	0	14	11	0	0	0	0	0	25	0	0	0	320	290	0	0	0	0	0	610	0	7	7	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	7	0	0	0	25	100	0	320	5	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	3	1	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601	8	1	0	0	610	0	0	0	4	0	0	0	0	25	2	0	0	1	0	5		EDDIE WASHAM - OPERATOR	5024374361	6/4/1999		
19980036	1998	COLVIN GAS CO	2633	5608 HWY 822	DUBACH	LINCOLN	LA	71235						LA	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	18	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		LAMAR COLVIN	3187773696	6/4/1999		
19980037	1998	PAPCO INC	15132	"213 W. THIRD AVENUE, ROOM 307"	WARREN	WARREN	PA	16365						PA	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		"DARRYL E. PIERCE, P.E. - Secretary"	8147262130	6/4/1999		
19980038	1998	"ROBSTOWN GAS SYSTEM, CITY OF"	17560	101 E. MAIN	ROBSTOWN	NUECES	TX	78380						TX	0	0	0	48	0	0	0	0	9	0	57	0	0	0	3796	0	0	0	0	140	0	3936	0	0	48	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	57	0	0	0	3796	0	0	0	3796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3936	0	0	0	3936	6	14	0	10	0	0	0	0	3	16	0	0	0	0	7		RICHARD ORTEGON	5123872842	6/4/1999		
19980039	1998	GILMORE CITY MUNICIPAL GAS SYSTEM INC	6390	304 S. GILMORE ST	GILMORE CITY		IA	50541						IA	0	0	0	11	2	0	0	0	0	0	13	0	0	0	192	115	0	0	0	0	0	307	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	13	75	0	192	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37		GLORIA DEWEY	5153736326	6/4/1999		
19980040	1998	SELMER NATURAL GAS SYSTEM	18176	480 CIRCLE HILL DRIVE	SELMER	MCNAIRY	TN	38375	500 PEACHTREE AVE/P.O. BOX 649	SELMER		TN	38375	TN	0	0	0	58	38	0	0	0	0	0	96	0	0	0	776	1008	0	0	0	0	0	1784	0	39	10	9	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	16	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	26	9	0	0	96	100	0	770	1	0	1	0	772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	978	26	8	0	0	1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1748	27	8	1	0	1784	2	4	6	9	0	0	0	0	0	0	0	0	1	0	1		RICHARD A. COLEMAN	9016457928	6/4/1999		
19980041	1998	"CLIFTON GAS DEPT, CITY OF"	972	P.O. BOX 192	CLIFTON	WAYNE	TN	38425						TN	0	0	0	0	14	0	0	0	0	0	14	0	0	0	0	286	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	14	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	5	1	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	5	1	0	0	286	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0		JERROLDS RUSSELL	9316763370	6/4/1999		
19980042	1998	ONEONTA GAS DEPT	14320	P.O. BOX 420	ONEONTA	BLOUNT	AL	35121						AL	0	0	0	63	71	5	0	0	0	0	139	0	0	4	858	2045	0	0	0	0	0	2907	0	0	24	39	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	5	0	0	0	0	0	0	0	0	13	55	3	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	81	44	0	0	139	90	0	845	13	0	0	0	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1985	48	12	0	0	2045	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	2834	61	12	0	0	2907	0	4	5	17	0	0	0	1	0	23	2	25	0	0	0		W. FRANK LANGER - GENERAL MANAGER	2052742159	6/4/1999		
19980043	1998	WANN PUBLIC WORKS AUTH	22140	PO BOX 66- MAIN STREET	WANN	NOWATA	OK	74083						OK	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	64	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9		"DARLA BURWELL, CLERK"	9185341980	6/4/1999		
19980044	1998	NEW SUMMERFIELD GAS CO	13390	"HWY 110 SOUTH, P.O. BOX 248"	NEW SUMMERFIELD		TX	75780						TX	0	0	0	93	5	0	0	0	0	0	98	0	0	0	743	121	0	0	0	0	0	864	0	0	80	13	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	82	13	0	0	98	30	0	707	36	0	0	0	743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	112	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	716	148	0	0	0	864	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		HILDA MCLEOD	9037263651	6/4/1999		
19980045	1998	WELCH GAS COOP	22350	BOX 826 - 155 MCDOWELL ST.	WELCH	MCDOWELL	WV	24801						WV	0	0	0	8	41	0	0	0	0	0	49	0	0	0	1146	0	0	0	0	0	0	1146	0	7	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	20	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	21	0	0	0	49	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	881	265	0	0	0	1146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	881	265	0	0	0	1146	2	3	1	2	2	0	0	0	0	0	0	0	0	0	2		JACKALYN M HENDRICK	3044364119	6/4/1999		
19980046	1998	DUNN HOUSING AUTH	3607	"601 EAST CANARY ST, PO BOX 1028"	DUNN	HARNETT	NC	28335						NC	0	0	0	2	0	0	0	0	0	0	2	0	0	0	126	0	0	0	0	0	0	126	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	125	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	126	0	2	0	0	0	0	0	0	0	0	0	3	0	5	1		DANNY DICKENS	9108925076	6/4/1999		
19980047	1998	BURBANK MUNICIPAL SYSTEM	1888	105 NORTH 1ST STREET	BURBANK	OSAGE	OK	74633						OK	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	52	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		KAREN DUMMER	9186485383	6/4/1999	6/8/2000	
19980048	1998	"EQUALITY, VILLAGE OF"	4507	100 NORTH CALHOUN STREET	EQUALITY	GALLATIN	IL	62934						IL	0	0	0	3	10	0	0	0	0	0	13	0	0	0	0	329	0	0	0	0	0	329	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	13	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	329	0	0	3	6	0	0	0	0	0	0	0	0	0	0	2		DALE BRATCHER	6182725681	6/4/1999		
19980049	1998	NORGASCO INC	13639	"3111 C ST, SUITE 525"	ANCHORAGE		AK	99503						AK	8	0	0	0	2	0	0	0	0	0	10	47	0	0	0	53	0	0	0	0	0	100	0	0	1	7	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	10	60	0	0	27	20	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	30	3	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	57	23	0	0	100	0	0	0	0	0	1	0	0	0	0	0	15	0	0	0		LEROY FRANK	9075625520	6/4/1999		
19980050	1998	LAMONI MUNICIPAL UTILITIES	11184	111 SOUTH CHESTNUT	LAMONI	DECATUR	IA	50140						IA	0	0	0	1	22	0	0	0	0	0	23	0	0	0	321	528	0	0	0	0	0	849	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	16	5	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	5	0	0	0	23	710	0	291	30	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	59	0	0	0	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	89	0	0	0	849	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0.13		LEATH DRAKE	5157846911	6/4/1999		
19980051	1998	"MARSHALL GAS DEPT, CITY OF"	12186	201 S. MICHIGAN	MARSHALL	CLARK	IL	62441						IL	0	0	0	48	19	0	0	0	0	0	67	0	0	0	1788	377	0	0	0	0	0	2165	0	0	0	0	0	0	0	0	28	5	15	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	9	15	0	0	67	85	0	1676	98	1	0	0	1775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2066	98	1	0	0	2165	0	17	0	0	0	0	0	0	0	0	0	0	8	0	0		JUDY WELLS	2178268087	6/4/1999		
19980052	1998	FORT PIERCE UTILITIES AUTH - GAS DEPT	5460	1701 S. 37TH STREET	FORT PIERCE	ST. LUCIE	FL	34947						FL	0	0	0	119	38	0	0	0	0	0	157	0	0	0	2936	2136	0	0	0	0	0	5072	0	94	16	9	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	20	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	36	9	0	0	157	94	0	2873	58	2	3	0	2936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2112	23	1	0	0	2136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4985	81	3	3	0	5072	4	6	5	15	0	0	0	0	0	0	2	1	0	0	1.3		KENNETH L. CARLSON	5614661600	6/4/1999		
19980053	1998	MANILLA MUNICIPAL GAS DEPT	12090	443 MAIN STREET - PO BOX 398	MANILLA	CRAWFORD	IA	51454						IA	0	0	0	5	3	0	0	0	0	0	8	0	0	0	406	0	0	0	0	0	0	406	0	4	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	8	89	0	359	47	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	47	0	0	0	406	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0		GLEN MACUMBER	7126543952	6/4/1999		
19980054	1998	STOCKDALE NATURAL GAS SYSTEM	18652	P.O. BOX 446 700 WEST MAIN STREET	STOCKDALE	WILSON	TX	78160						TX	0	0	0	28	2	0	0	0	0	0	30	0	0	0	351	10	0	0	0	0	0	361	0	12	16	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	17	0	0	0	30	0	0	348	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	13	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		SHERRI COOPER	2109963128	6/4/1999		
